Ord,PK_VISITAS,FECHA,year,loc,specie,n,dis,desp
16633,1061,09/25/2014,2014,DIL,Garrulus glandarius,1,600,45
16640,1061,09/25/2014,2014,DIL,Garrulus glandarius,1,1300,25
16744,1059,09/17/2014,2014,GEN,Garrulus glandarius,1,2220,45
16750,1059,09/17/2014,2014,GEN,Garrulus glandarius,1,2360,45
16770,1058,09/13/2014,2014,CAN,Garrulus glandarius,2,40,35
16781,1058,09/13/2014,2014,CAN,Garrulus glandarius,2,668,25
16818,1058,09/13/2014,2014,CAN,Garrulus glandarius,2,1982,35
16856,1058,09/13/2014,2014,CAN,Garrulus glandarius,1,1952,5
16941,1054,08/29/2014,2014,GEN,Garrulus glandarius,1,1180,45
17109,1121,08/18/2014,2014,CAM,Garrulus glandarius,1,490,25
17244,1118,08/08/2014,2014,CAM,Garrulus glandarius,2,770,5
17375,1094,07/24/2014,2014,GEN,Garrulus glandarius,2,1026,45
17388,1094,07/24/2014,2014,GEN,Garrulus glandarius,1,2063,45
17395,1094,07/24/2014,2014,GEN,Garrulus glandarius,1,98,15
17421,1038,07/24/2014,2014,DIL,Garrulus glandarius,1,1840,35
17440,1038,07/24/2014,2014,DIL,Garrulus glandarius,1,1840,25
17529,1120,07/12/2014,2014,CAM,Garrulus glandarius,1,80,15
17769,1034,07/01/2014,2014,CAN,Garrulus glandarius,1,2500,45
17807,1034,07/01/2014,2014,CAN,Garrulus glandarius,1,1098,35
17813,1034,07/01/2014,2014,CAN,Garrulus glandarius,1,1747,45
17958,1032,06/27/2014,2014,DIL,Garrulus glandarius,2,1500,15
17981,1032,06/27/2014,2014,DIL,Garrulus glandarius,2,1200,5
17992,1032,06/27/2014,2014,DIL,Garrulus glandarius,2,2000,35
18054,1029,06/24/2014,2014,GEN,Garrulus glandarius,2,533,35
18357,1119,06/10/2014,2014,CAM,Garrulus glandarius,2,20,15
18458,1083,06/05/2014,2014,CAN,Garrulus glandarius,1,2500,5
18462,1083,06/05/2014,2014,CAN,Garrulus glandarius,1,1986,25
18464,1083,06/05/2014,2014,CAN,Garrulus glandarius,1,2156,45
18476,1083,06/05/2014,2014,CAN,Garrulus glandarius,2,2179,35
18508,1083,06/05/2014,2014,CAN,Garrulus glandarius,1,2198,5
18741,1021,05/14/2014,2014,DIL,Garrulus glandarius,1,1298,5
18742,1021,05/14/2014,2014,DIL,Garrulus glandarius,2,1723,35
18746,1021,05/14/2014,2014,DIL,Garrulus glandarius,1,1240,15
18775,1021,05/14/2014,2014,DIL,Garrulus glandarius,1,1403,5
19019,1019,05/08/2014,2014,GEN,Garrulus glandarius,3,2130,45
19329,1013,04/14/2014,2014,GEN,Garrulus glandarius,2,1057,45
19350,1011,04/10/2014,2014,CAN,Garrulus glandarius,2,650,25
19383,1011,04/10/2014,2014,CAN,Garrulus glandarius,3,800,5
19412,1078,04/10/2014,2014,DIL,Garrulus glandarius,1,1375,25
19421,1078,04/10/2014,2014,DIL,Garrulus glandarius,2,1375,45
19430,1078,04/10/2014,2014,DIL,Garrulus glandarius,1,1425,45
19631,1044,03/27/2014,2014,GEN,Garrulus glandarius,1,130,15
19894,1116,03/10/2014,2014,CAM,Garrulus glandarius,2,690,15
19939,1115,02/15/2014,2014,CAM,Garrulus glandarius,3,560,25
19952,1115,02/15/2014,2014,CAM,Garrulus glandarius,3,1310,25
19996,1010,02/06/2014,2014,CAN,Garrulus glandarius,1,198,45
20008,1010,02/06/2014,2014,CAN,Garrulus glandarius,1,250,45
20118,965,12/04/2013,2013,CAM,Garrulus glandarius,1,570,25
20120,965,12/04/2013,2013,CAM,Garrulus glandarius,1,40,35
20197,1000,11/26/2013,2013,DIL,Garrulus glandarius,1,2391,5
20203,1000,11/26/2013,2013,DIL,Garrulus glandarius,1,577,15
20215,1000,11/26/2013,2013,DIL,Garrulus glandarius,2,1195,45
20262,997,11/23/2013,2013,CAN,Garrulus glandarius,1,895,35
20363,964,11/06/2013,2013,CAM,Garrulus glandarius,1,51,15
20366,964,11/06/2013,2013,CAM,Garrulus glandarius,1,310,5
20370,964,11/06/2013,2013,CAM,Garrulus glandarius,1,820,25
20488,857,10/21/2013,2013,GEN,Garrulus glandarius,1,137,25
20510,873,10/18/2013,2013,CAN,Garrulus glandarius,2,518,5
20512,873,10/18/2013,2013,CAN,Garrulus glandarius,1,60,25
20516,873,10/18/2013,2013,CAN,Garrulus glandarius,1,2384,25
20517,873,10/18/2013,2013,CAN,Garrulus glandarius,1,857,15
20525,873,10/18/2013,2013,CAN,Garrulus glandarius,1,719,45
20527,873,10/18/2013,2013,CAN,Garrulus glandarius,1,719,5
20531,873,10/18/2013,2013,CAN,Garrulus glandarius,1,873,5
20533,873,10/18/2013,2013,CAN,Garrulus glandarius,1,1030,25
20534,873,10/18/2013,2013,CAN,Garrulus glandarius,1,216,5
20538,873,10/18/2013,2013,CAN,Garrulus glandarius,1,216,45
20653,989,10/10/2013,2013,DIL,Garrulus glandarius,3,2140,45
20659,989,10/10/2013,2013,DIL,Garrulus glandarius,1,1300,5
20690,989,10/10/2013,2013,DIL,Garrulus glandarius,1,1550,45
20771,963,10/05/2013,2013,CAM,Garrulus glandarius,1,130,15
20792,963,10/05/2013,2013,CAM,Garrulus glandarius,1,1420,25
20919,988,09/27/2013,2013,CAN,Garrulus glandarius,1,1900,5
20922,988,09/27/2013,2013,CAN,Garrulus glandarius,1,900,5
20938,988,09/27/2013,2013,CAN,Garrulus glandarius,1,1180,5
20942,872,09/27/2013,2013,CAN,Garrulus glandarius,1,900,5
20950,872,09/27/2013,2013,CAN,Garrulus glandarius,1,1180,5
20959,872,09/27/2013,2013,CAN,Garrulus glandarius,1,1900,5
21023,856,09/20/2013,2013,GEN,Garrulus glandarius,2,398,25
21028,856,09/20/2013,2013,GEN,Garrulus glandarius,2,2120,25
21185,962,09/10/2013,2013,CAM,Garrulus glandarius,1,500,25
21187,962,09/10/2013,2013,CAM,Garrulus glandarius,1,1560,35
21194,962,09/10/2013,2013,CAM,Garrulus glandarius,1,2310,15
21381,855,08/20/2013,2013,GEN,Garrulus glandarius,1,532,35
21434,871,08/09/2013,2013,CAN,Garrulus glandarius,1,1500,5
21463,961,08/08/2013,2013,CAM,Garrulus glandarius,1,510,15
21465,961,08/08/2013,2013,CAM,Garrulus glandarius,1,150,15
21499,961,08/08/2013,2013,CAM,Garrulus glandarius,1,870,5
21546,863,08/07/2013,2013,DIL,Garrulus glandarius,1,1032,45
21547,863,08/07/2013,2013,DIL,Garrulus glandarius,1,2088,5
21552,863,08/07/2013,2013,DIL,Garrulus glandarius,1,495,5
21823,870,07/24/2013,2013,CAN,Garrulus glandarius,1,820,25
21833,870,07/24/2013,2013,CAN,Garrulus glandarius,2,17,35
21839,870,07/24/2013,2013,CAN,Garrulus glandarius,1,820,15
21972,862,07/12/2013,2013,DIL,Garrulus glandarius,1,573,5
21976,862,07/12/2013,2013,DIL,Garrulus glandarius,1,1030,35
21978,862,07/12/2013,2013,DIL,Garrulus glandarius,1,1220,45
21989,960,07/10/2013,2013,CAM,Garrulus glandarius,2,310,15
22046,960,07/10/2013,2013,CAM,Garrulus glandarius,1,1870,15
22230,869,06/28/2013,2013,CAN,Garrulus glandarius,1,341,35
22241,869,06/28/2013,2013,CAN,Garrulus glandarius,1,2400,15
22252,869,06/28/2013,2013,CAN,Garrulus glandarius,1,1440,25
22482,861,06/13/2013,2013,DIL,Garrulus glandarius,1,1180,35
22645,959,06/10/2013,2013,CAM,Garrulus glandarius,1,2170,15
22739,853,06/07/2013,2013,GEN,Garrulus glandarius,1,301,45
22847,868,05/30/2013,2013,CAN,Garrulus glandarius,1,1550,15
23202,958,05/10/2013,2013,CAM,Garrulus glandarius,1,220,15
23220,958,05/10/2013,2013,CAM,Garrulus glandarius,2,710,15
23496,851,04/22/2013,2013,GEN,Garrulus glandarius,2,650,25
23612,859,04/19/2013,2013,DIL,Garrulus glandarius,7,1500,5
23621,859,04/19/2013,2013,DIL,Garrulus glandarius,4,1486,45
23625,859,04/19/2013,2013,DIL,Garrulus glandarius,1,1711,35
23631,859,04/19/2013,2013,DIL,Garrulus glandarius,2,2035,45
23924,867,04/02/2013,2013,CAN,Garrulus glandarius,1,2116,35
23967,849,03/22/2013,2013,GEN,Garrulus glandarius,1,1660,15
23969,849,03/22/2013,2013,GEN,Garrulus glandarius,1,1040,45
24025,866,03/21/2013,2013,CAN,Garrulus glandarius,1,620,25
24034,866,03/21/2013,2013,CAN,Garrulus glandarius,1,1070,15
24056,866,03/21/2013,2013,CAN,Garrulus glandarius,1,1760,45
24059,866,03/21/2013,2013,CAN,Garrulus glandarius,1,1070,25
24158,956,03/07/2013,2013,CAM,Garrulus glandarius,3,940,25
24168,956,03/07/2013,2013,CAM,Garrulus glandarius,2,1490,25
24188,865,02/13/2013,2013,CAN,Garrulus glandarius,6,225,5
24193,865,02/13/2013,2013,CAN,Garrulus glandarius,1,294,45
24195,865,02/13/2013,2013,CAN,Garrulus glandarius,3,720,45
24206,865,02/13/2013,2013,CAN,Garrulus glandarius,1,1074,45
24282,850,02/08/2013,2013,GEN,Garrulus glandarius,1,281,5
24284,850,02/08/2013,2013,GEN,Garrulus glandarius,2,281,45
24309,955,02/07/2013,2013,CAM,Garrulus glandarius,1,1540,15
24311,955,02/07/2013,2013,CAM,Garrulus glandarius,2,910,15
24318,955,02/07/2013,2013,CAM,Garrulus glandarius,4,100,15
24321,955,02/07/2013,2013,CAM,Garrulus glandarius,1,360,15
24387,954,01/16/2013,2013,CAM,Garrulus glandarius,1,660,25
24395,954,01/16/2013,2013,CAM,Garrulus glandarius,1,225,25
24420,954,01/16/2013,2013,CAM,Garrulus glandarius,1,1320,15
24566,842,12/18/2012,2012,CAN,Garrulus glandarius,2,300,45
24754,714,11/23/2012,2012,GEN,Garrulus glandarius,1,268,15
24756,714,11/23/2012,2012,GEN,Garrulus glandarius,3,376,15
24802,834,11/19/2012,2012,CAN,Garrulus glandarius,1,1550,45
24812,834,11/19/2012,2012,CAN,Garrulus glandarius,1,380,35
24813,834,11/19/2012,2012,CAN,Garrulus glandarius,1,332,15
24816,834,11/19/2012,2012,CAN,Garrulus glandarius,1,1230,5
24892,830,11/13/2012,2012,DIL,Garrulus glandarius,1,2347,5
24893,830,11/13/2012,2012,DIL,Garrulus glandarius,2,1550,45
24949,705,10/29/2012,2012,GEN,Garrulus glandarius,1,2130,5
24958,705,10/29/2012,2012,GEN,Garrulus glandarius,1,870,15
24960,705,10/29/2012,2012,GEN,Garrulus glandarius,1,240,15
24961,705,10/29/2012,2012,GEN,Garrulus glandarius,2,2220,15
24965,705,10/29/2012,2012,GEN,Garrulus glandarius,1,650,15
24970,705,10/29/2012,2012,GEN,Garrulus glandarius,2,300,5
24973,705,10/29/2012,2012,GEN,Garrulus glandarius,1,1670,5
24978,705,10/29/2012,2012,GEN,Garrulus glandarius,2,1400,5
25111,844,10/04/2012,2012,DIL,Garrulus glandarius,1,1385,35
25114,844,10/04/2012,2012,DIL,Garrulus glandarius,1,590,35
25132,844,10/04/2012,2012,DIL,Garrulus glandarius,1,2115,45
25157,824,10/01/2012,2012,CAN,Garrulus glandarius,2,147,5
25188,824,10/01/2012,2012,CAN,Garrulus glandarius,1,847,5
25219,692,09/27/2012,2012,CAN,Garrulus glandarius,2,570,15
25228,692,09/27/2012,2012,CAN,Garrulus glandarius,1,190,25
25231,692,09/27/2012,2012,CAN,Garrulus glandarius,1,2050,5
25232,692,09/27/2012,2012,CAN,Garrulus glandarius,1,2000,5
25237,692,09/27/2012,2012,CAN,Garrulus glandarius,2,2150,5
25245,692,09/27/2012,2012,CAN,Garrulus glandarius,2,1400,5
25251,692,09/27/2012,2012,CAN,Garrulus glandarius,1,710,25
25329,693,09/24/2012,2012,GEN,Garrulus glandarius,1,160,25
25340,693,09/24/2012,2012,GEN,Garrulus glandarius,2,2280,45
25358,693,09/24/2012,2012,GEN,Garrulus glandarius,2,1150,5
25520,695,09/18/2012,2012,DIL,Garrulus glandarius,1,2390,15
25522,695,09/18/2012,2012,DIL,Garrulus glandarius,1,2140,35
25553,695,09/18/2012,2012,DIL,Garrulus glandarius,1,1045,35
25554,695,09/18/2012,2012,DIL,Garrulus glandarius,1,315,35
25558,695,09/18/2012,2012,DIL,Garrulus glandarius,1,845,45
25560,695,09/18/2012,2012,DIL,Garrulus glandarius,1,1930,25
25638,683,08/28/2012,2012,GEN,Garrulus glandarius,1,1040,45
25700,688,08/23/2012,2012,CAN,Garrulus glandarius,1,1230,15
25717,688,08/23/2012,2012,CAN,Garrulus glandarius,1,1025,25
25952,678,08/06/2012,2012,DIL,Garrulus glandarius,1,1557,5
25953,678,08/06/2012,2012,DIL,Garrulus glandarius,2,1397,5
25976,678,08/06/2012,2012,DIL,Garrulus glandarius,2,1557,25
26280,666,07/21/2012,2012,CAN,Garrulus glandarius,1,2125,35
26306,666,07/21/2012,2012,CAN,Garrulus glandarius,1,150,35
26313,600,07/20/2012,2012,GEN,Garrulus glandarius,2,2380,15
26477,664,07/05/2012,2012,DIL,Garrulus glandarius,1,366,5
26513,664,07/05/2012,2012,DIL,Garrulus glandarius,1,855,5
26664,655,06/18/2012,2012,CAN,Garrulus glandarius,1,1643,5
26675,655,06/18/2012,2012,CAN,Garrulus glandarius,1,143,45
27032,651,06/07/2012,2012,DIL,Garrulus glandarius,1,1145,5
27058,651,06/07/2012,2012,DIL,Garrulus glandarius,1,1785,45
27074,651,06/07/2012,2012,DIL,Garrulus glandarius,2,1405,5
27088,651,06/07/2012,2012,DIL,Garrulus glandarius,2,1915,5
27669,636,05/07/2012,2012,CAN,Garrulus glandarius,1,94,15
27673,636,05/07/2012,2012,CAN,Garrulus glandarius,2,290,15
27971,631,04/23/2012,2012,DIL,Garrulus glandarius,1,603,45
27987,631,04/23/2012,2012,DIL,Garrulus glandarius,1,2093,35
28007,630,04/23/2012,2012,CAN,Garrulus glandarius,1,1405,15
28009,630,04/23/2012,2012,CAN,Garrulus glandarius,1,80,35
28054,630,04/23/2012,2012,CAN,Garrulus glandarius,1,235,5
28064,630,04/23/2012,2012,CAN,Garrulus glandarius,1,690,25
28068,630,04/23/2012,2012,CAN,Garrulus glandarius,1,805,15
28243,624,03/26/2012,2012,DIL,Garrulus glandarius,1,1303,45
28252,624,03/26/2012,2012,DIL,Garrulus glandarius,1,1203,45
28580,614,03/12/2012,2012,GEN,Garrulus glandarius,1,320,15
28609,614,03/12/2012,2012,GEN,Garrulus glandarius,1,90,15
28722,611,02/20/2012,2012,CAN,Garrulus glandarius,3,280,45
28810,607,01/20/2012,2012,CAN,Garrulus glandarius,1,1157,45
28910,821,12/19/2011,2011,DIL,Garrulus glandarius,1,1011,45
28914,821,12/19/2011,2011,DIL,Garrulus glandarius,1,593,25
28917,821,12/19/2011,2011,DIL,Garrulus glandarius,1,2153,45
28923,821,12/19/2011,2011,DIL,Garrulus glandarius,1,1842,25
28924,821,12/19/2011,2011,DIL,Garrulus glandarius,1,1842,5
28932,821,12/19/2011,2011,DIL,Garrulus glandarius,1,423,35
28960,818,12/18/2011,2011,CAM,Garrulus glandarius,1,1012,25
28961,818,12/18/2011,2011,CAM,Garrulus glandarius,1,235,25
28994,710,12/13/2011,2011,GEN,Garrulus glandarius,1,2280,25
29135,811,11/29/2011,2011,CAN,Garrulus glandarius,1,750,5
29139,811,11/29/2011,2011,CAN,Garrulus glandarius,1,210,5
29145,811,11/29/2011,2011,CAN,Garrulus glandarius,1,920,35
29192,805,11/23/2011,2011,CAM,Garrulus glandarius,1,1000,25
29244,806,11/08/2011,2011,DIL,Garrulus glandarius,1,2203,45
29246,806,11/08/2011,2011,DIL,Garrulus glandarius,1,1704,45
29249,806,11/08/2011,2011,DIL,Garrulus glandarius,1,2259,25
29256,806,11/08/2011,2011,DIL,Garrulus glandarius,1,777,5
29266,806,11/08/2011,2011,DIL,Garrulus glandarius,1,1239,5
29269,806,11/08/2011,2011,DIL,Garrulus glandarius,1,1934,5
29270,806,11/08/2011,2011,DIL,Garrulus glandarius,1,1432,45
29275,806,11/08/2011,2011,DIL,Garrulus glandarius,1,1051,5
29369,798,10/25/2011,2011,CAM,Garrulus glandarius,1,2008,35
29539,572,10/18/2011,2011,GEN,Garrulus glandarius,1,80,15
29541,572,10/18/2011,2011,GEN,Garrulus glandarius,2,2070,25
29542,572,10/18/2011,2011,GEN,Garrulus glandarius,1,510,45
29547,572,10/18/2011,2011,GEN,Garrulus glandarius,1,340,5
29566,572,10/18/2011,2011,GEN,Garrulus glandarius,1,15,5
29575,572,10/18/2011,2011,GEN,Garrulus glandarius,1,140,5
29581,572,10/18/2011,2011,GEN,Garrulus glandarius,1,2390,5
29705,800,10/11/2011,2011,CAN,Garrulus glandarius,1,255,5
29717,800,10/11/2011,2011,CAN,Garrulus glandarius,2,473,45
29722,800,10/11/2011,2011,CAN,Garrulus glandarius,1,255,25
29732,800,10/11/2011,2011,CAN,Garrulus glandarius,1,1706,35
29736,800,10/11/2011,2011,CAN,Garrulus glandarius,1,933,25
29753,800,10/11/2011,2011,CAN,Garrulus glandarius,1,1661,5
29791,797,10/04/2011,2011,DIL,Garrulus glandarius,1,2215,15
29805,797,10/04/2011,2011,DIL,Garrulus glandarius,1,2115,15
29807,797,10/04/2011,2011,DIL,Garrulus glandarius,2,1995,25
29837,797,10/04/2011,2011,DIL,Garrulus glandarius,1,800,25
29993,570,09/22/2011,2011,GEN,Garrulus glandarius,1,1390,5
29998,570,09/22/2011,2011,GEN,Garrulus glandarius,2,140,15
30100,784,09/16/2011,2011,DIL,Garrulus glandarius,2,464,5
30104,784,09/16/2011,2011,DIL,Garrulus glandarius,1,620,45
30108,784,09/16/2011,2011,DIL,Garrulus glandarius,1,1297,15
30114,784,09/16/2011,2011,DIL,Garrulus glandarius,1,864,45
30121,784,09/16/2011,2011,DIL,Garrulus glandarius,1,1159,45
30137,784,09/16/2011,2011,DIL,Garrulus glandarius,1,2154,35
30139,784,09/16/2011,2011,DIL,Garrulus glandarius,1,2500,45
30143,784,09/16/2011,2011,DIL,Garrulus glandarius,2,2052,25
30180,782,09/10/2011,2011,CAM,Garrulus glandarius,1,1850,35
30209,783,09/07/2011,2011,CAN,Garrulus glandarius,1,205,25
30221,783,09/07/2011,2011,CAN,Garrulus glandarius,1,180,35
30227,769,08/26/2011,2011,CAM,Garrulus glandarius,1,1143,35
30244,769,08/26/2011,2011,CAM,Garrulus glandarius,1,563,25
30270,568,08/25/2011,2011,GEN,Garrulus glandarius,3,2360,25
30284,568,08/25/2011,2011,GEN,Garrulus glandarius,2,1950,25
30346,772,08/16/2011,2011,DIL,Garrulus glandarius,1,900,5
30350,772,08/16/2011,2011,DIL,Garrulus glandarius,1,953,5
30379,772,08/16/2011,2011,DIL,Garrulus glandarius,1,2090,5
30682,765,08/04/2011,2011,CAN,Garrulus glandarius,1,0,45
30700,567,07/27/2011,2011,GEN,Garrulus glandarius,2,1110,5
30712,567,07/27/2011,2011,GEN,Garrulus glandarius,2,1010,5
30718,567,07/27/2011,2011,GEN,Garrulus glandarius,1,1616,25
30997,756,07/08/2011,2011,CAM,Garrulus glandarius,1,358,25
31225,743,06/28/2011,2011,DIL,Garrulus glandarius,2,150,5
31243,743,06/28/2011,2011,DIL,Garrulus glandarius,2,1155,35
31494,564,06/20/2011,2011,GEN,Garrulus glandarius,1,3580,15
31627,748,06/10/2011,2011,CAN,Garrulus glandarius,1,700,35
31654,748,06/10/2011,2011,CAN,Garrulus glandarius,1,1806,5
31739,750,06/06/2011,2011,DIL,Garrulus glandarius,1,537,35
31928,734,05/22/2011,2011,CAM,Garrulus glandarius,2,650,25
31937,734,05/22/2011,2011,CAM,Garrulus glandarius,1,2204,25
32063,736,05/12/2011,2011,CAN,Garrulus glandarius,1,325,35
32078,736,05/12/2011,2011,CAN,Garrulus glandarius,1,425,15
32177,563,05/06/2011,2011,GEN,Garrulus glandarius,1,245,15
32297,729,04/25/2011,2011,CAM,Garrulus glandarius,1,1330,15
32305,729,04/25/2011,2011,CAM,Garrulus glandarius,1,612,25
32309,729,04/25/2011,2011,CAM,Garrulus glandarius,1,2238,25
32417,557,04/18/2011,2011,GEN,Garrulus glandarius,1,965,5
32422,557,04/18/2011,2011,GEN,Garrulus glandarius,4,115,5
32434,557,04/18/2011,2011,GEN,Garrulus glandarius,1,460,15
32437,557,04/18/2011,2011,GEN,Garrulus glandarius,1,390,15
32494,731,04/14/2011,2011,DIL,Garrulus glandarius,3,520,5
32523,731,04/14/2011,2011,DIL,Garrulus glandarius,1,1562,35
32535,731,04/14/2011,2011,DIL,Garrulus glandarius,3,430,45
32592,559,04/11/2011,2011,CAN,Garrulus glandarius,1,780,35
32628,559,04/11/2011,2011,CAN,Garrulus glandarius,1,130,45
32639,559,04/11/2011,2011,CAN,Garrulus glandarius,2,1305,25
32768,726,03/22/2011,2011,CAM,Garrulus glandarius,1,666,25
32796,726,03/22/2011,2011,CAM,Garrulus glandarius,1,1570,25
32828,550,03/16/2011,2011,GEN,Garrulus glandarius,2,280,5
32831,550,03/16/2011,2011,GEN,Garrulus glandarius,1,222,5
32833,550,03/16/2011,2011,GEN,Garrulus glandarius,2,2550,25
32842,550,03/16/2011,2011,GEN,Garrulus glandarius,2,2450,5
32943,551,03/01/2011,2011,CAN,Garrulus glandarius,1,610,45
32952,712,02/17/2011,2011,GEN,Garrulus glandarius,1,250,5
33052,543,01/25/2011,2011,GEN,Garrulus glandarius,1,510,35
33053,543,01/25/2011,2011,GEN,Garrulus glandarius,3,256,5
33054,543,01/25/2011,2011,GEN,Garrulus glandarius,1,196,5
33060,543,01/25/2011,2011,GEN,Garrulus glandarius,1,2200,35
33145,532,12/27/2010,2010,GEN,Garrulus glandarius,1,2400,45
33149,532,12/27/2010,2010,GEN,Garrulus glandarius,2,605,5
33152,532,12/27/2010,2010,GEN,Garrulus glandarius,1,990,45
33160,532,12/27/2010,2010,GEN,Garrulus glandarius,1,1160,5
33161,532,12/27/2010,2010,GEN,Garrulus glandarius,2,730,25
33293,534,12/04/2010,2010,CAN,Garrulus glandarius,1,725,35
33315,533,12/02/2010,2010,CAN,Garrulus glandarius,1,1125,35
33333,531,11/26/2010,2010,GEN,Garrulus glandarius,1,540,45
33363,527,11/12/2010,2010,DIL,Garrulus glandarius,1,1360,25
33367,527,11/12/2010,2010,DIL,Garrulus glandarius,2,417,5
33369,527,11/12/2010,2010,DIL,Garrulus glandarius,1,1000,45
33372,527,11/12/2010,2010,DIL,Garrulus glandarius,1,1420,45
33427,525,11/04/2010,2010,DIL,Garrulus glandarius,1,770,45
33627,518,10/16/2010,2010,CAN,Garrulus glandarius,1,170,45
33723,514,10/06/2010,2010,DIL,Garrulus glandarius,1,700,35
33904,510,09/16/2010,2010,CAM,Garrulus glandarius,1,612,15
33930,510,09/16/2010,2010,CAM,Garrulus glandarius,1,1871,35
34118,721,08/25/2010,2010,CAM,Garrulus glandarius,1,462,25
34138,721,08/25/2010,2010,CAM,Garrulus glandarius,2,769,25
34148,496,08/24/2010,2010,GEN,Garrulus glandarius,2,170,5
34157,496,08/24/2010,2010,GEN,Garrulus glandarius,1,655,35
34243,719,08/20/2010,2010,DIL,Garrulus glandarius,1,575,5
34248,719,08/20/2010,2010,DIL,Garrulus glandarius,2,1500,15
34267,719,08/20/2010,2010,DIL,Garrulus glandarius,1,1920,25
34327,716,08/16/2010,2010,CAN,Garrulus glandarius,1,517,45
34611,485,07/22/2010,2010,GEN,Garrulus glandarius,1,1380,25
34622,485,07/22/2010,2010,GEN,Garrulus glandarius,1,2260,45
34758,490,07/12/2010,2010,CAM,Garrulus glandarius,2,263,15
34819,482,07/09/2010,2010,DIL,Garrulus glandarius,1,575,5
34822,482,07/09/2010,2010,DIL,Garrulus glandarius,1,785,35
35064,478,06/23/2010,2010,CAM,Garrulus glandarius,1,144,25
35088,478,06/23/2010,2010,CAM,Garrulus glandarius,2,1088,5
35115,478,06/23/2010,2010,CAM,Garrulus glandarius,1,2218,25
35260,470,06/14/2010,2010,DIL,Garrulus glandarius,1,389,5
35291,470,06/14/2010,2010,DIL,Garrulus glandarius,1,1210,45
35301,470,06/14/2010,2010,DIL,Garrulus glandarius,2,1530,25
35322,469,06/09/2010,2010,GEN,Garrulus glandarius,1,400,5
35332,469,06/09/2010,2010,GEN,Garrulus glandarius,1,630,25
35358,469,06/09/2010,2010,GEN,Garrulus glandarius,1,2250,5
35416,467,06/08/2010,2010,CAN,Garrulus glandarius,1,615,45
35727,461,05/21/2010,2010,DIL,Garrulus glandarius,1,405,15
35754,461,05/21/2010,2010,DIL,Garrulus glandarius,2,1330,45
35773,466,05/18/2010,2010,CAM,Garrulus glandarius,1,170,15
35794,466,05/18/2010,2010,CAM,Garrulus glandarius,1,651,25
35831,466,05/18/2010,2010,CAM,Garrulus glandarius,2,2191,25
35899,458,05/10/2010,2010,GEN,Garrulus glandarius,1,1170,45
35906,458,05/10/2010,2010,GEN,Garrulus glandarius,1,1810,5
36092,445,04/21/2010,2010,CAM,Garrulus glandarius,1,65,15
36098,445,04/21/2010,2010,CAM,Garrulus glandarius,1,80,35
36131,445,04/21/2010,2010,CAM,Garrulus glandarius,1,440,35
36200,447,04/20/2010,2010,DIL,Garrulus glandarius,1,1490,35
36249,448,04/19/2010,2010,CAN,Garrulus glandarius,1,367,5
36280,448,04/19/2010,2010,CAN,Garrulus glandarius,1,1630,5
36311,449,04/18/2010,2010,GEN,Garrulus glandarius,2,693,25
36472,441,03/16/2010,2010,CAN,Garrulus glandarius,1,1020,35
36525,435,03/11/2010,2010,GEN,Garrulus glandarius,1,1690,35
36546,438,03/10/2010,2010,DIL,Garrulus glandarius,1,577,25
36789,383,12/01/2009,2009,CAM,Garrulus glandarius,1,1420,35
36876,421,11/16/2009,2009,DIL,Garrulus glandarius,1,540,35
36884,421,11/16/2009,2009,DIL,Garrulus glandarius,1,1140,45
36889,421,11/16/2009,2009,DIL,Garrulus glandarius,1,1470,5
36923,418,11/09/2009,2009,CAN,Garrulus glandarius,1,300,45
36926,418,11/09/2009,2009,CAN,Garrulus glandarius,1,319,5
36932,418,11/09/2009,2009,CAN,Garrulus glandarius,1,744,25
36952,418,11/09/2009,2009,CAN,Garrulus glandarius,1,2100,35
37041,414,10/26/2009,2009,CAN,Garrulus glandarius,1,380,45
37070,413,10/23/2009,2009,DIL,Garrulus glandarius,2,580,15
37077,413,10/23/2009,2009,DIL,Garrulus glandarius,1,864,25
37090,413,10/23/2009,2009,DIL,Garrulus glandarius,2,1720,45
37099,376,10/17/2009,2009,CAM,Garrulus glandarius,2,45,45
37112,376,10/17/2009,2009,CAM,Garrulus glandarius,2,754,5
37113,376,10/17/2009,2009,CAM,Garrulus glandarius,1,899,15
37114,376,10/17/2009,2009,CAM,Garrulus glandarius,2,909,35
37124,376,10/17/2009,2009,CAM,Garrulus glandarius,1,1640,5
37127,376,10/17/2009,2009,CAM,Garrulus glandarius,1,1930,5
37253,372,10/01/2009,2009,GEN,Garrulus glandarius,1,395,25
37259,372,10/01/2009,2009,GEN,Garrulus glandarius,1,687,35
37271,372,10/01/2009,2009,GEN,Garrulus glandarius,1,1590,15
37272,372,10/01/2009,2009,GEN,Garrulus glandarius,2,1690,45
37316,406,09/25/2009,2009,DIL,Garrulus glandarius,2,725,15
37329,406,09/25/2009,2009,DIL,Garrulus glandarius,2,1920,5
37362,359,09/24/2009,2009,CAM,Garrulus glandarius,2,190,10
37367,359,09/24/2009,2009,CAM,Garrulus glandarius,2,820,5
37370,359,09/24/2009,2009,CAM,Garrulus glandarius,1,950,45
37376,359,09/24/2009,2009,CAM,Garrulus glandarius,2,1230,15
37480,369,09/22/2009,2009,GEN,Garrulus glandarius,1,76,45
37484,369,09/22/2009,2009,GEN,Garrulus glandarius,1,532,5
